temperature_2m,dew_point_2m,relative_humidity_2m,precipitation,rain,snowfall,snow_depth,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,surface_pressure,cloudcover,cloudcover_low,cloudcover_mid,cloudcover_high,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm,event_datetime,event_latitude,event_longitude,time,state,county,caused_power_outage,event_type
-5.7,-16.4,43,0,0,0,0.03,9.3,22.3,164,170,16.6,957.2,0,0,0,0,-0.7,0.6,3.4,9.4,0.233,0.24,0.201,0.166,03/02/14 4:24,38.4683432,-98.776234,03/02/14 4:00,maine,southern piscataquis,0,heavy_snow
-5.5,-16.6,41,0,0,0,0.02,6.9,17,152,159,12.6,964.1,0,0,0,0,-0.7,0.5,3.1,8.6,0.252,0.261,0.252,0.198,03/02/14 4:24,38.3266261,-98.2007179,03/02/14 4:00,kansas,logan,0,heavy_snow
-5.3,-21,28,0,0,0,0,9.5,15.2,81,85,24.5,1023.5,100,0,100,91,0.1,1.4,4.2,6.8,0.37,0.381,0.377,0.409,06/02/14 8:00,46.1423913,-122.938378,06/02/14 8:00,arizona,white mountains,0,heavy_snow
-7.9,-16.7,49,0,0,0,0.02,14.1,21.6,128,127,37.1,926.2,100,0,16,100,-2.8,-1.4,0,3.9,0.398,0.401,0.422,0.42,12/02/14 14:00,37.4760225,-80.1990826,12/02/14 14:00,maine,central piscataquis,0,heavy_snow
0.2,-6.1,63,0,0,0,0,9.1,16.9,97,101,14,1019,100,0,100,100,0.8,3.6,6.4,6.2,0.376,0.387,0.394,0.406,25/03/14 11:00,38.557204,-75.0789378,25/03/14 11:00,illinois,fulton,0,heavy_snow
-0.7,-8.8,54,0,0,0,0,9.3,15.9,118,123,16.2,1018.3,100,0,100,100,0.2,2.6,5.2,4.9,0.365,0.378,0.379,0.407,25/03/14 12:00,39.1156594,-75.484116,25/03/14 12:00,oregon,northern blue mountains,0,heavy_snow
-2.3,-3.7,90,0,0,0,0.72,5.2,13.5,254,254,11.9,967.3,98,89,82,13,-0.6,-0.4,0.3,1.3,0.216,0.219,0.22,0.266,12/03/14 12:00,45.4588111,-69.5923943,12/03/14 12:00,maine,southern somerset,0,heavy_snow
-3.8,-5.1,91,0,0,0,0.31,6.3,14.8,193,214,11.9,999.3,96,58,94,6,-1.9,-1.8,-0.6,1,0.397,0.364,0.346,0.399,12/03/14 12:00,44.7925706,-68.8592046,12/03/14 12:00,idaho,idaho palouse,0,heavy_snow
0.2,-0.1,98,0.5,0.4,0.07,0.04,17.3,29.2,91,94,40.3,997.3,100,100,100,100,2.2,3.5,6,10.7,0.482,0.459,0.466,0.467,12/02/14 16:00,34.3396046,-86.3301801,12/02/14 16:00,michigan,calhoun,1,heavy_snow
3,1.6,91,0,0,0,0.03,10.8,21.7,4,7,22,995,100,100,99,91,-1.1,-2.3,0.3,6.8,0.495,0.459,0.473,0.491,03/02/14 3:00,40.5770634,-74.9261552,03/02/14 3:00,nebraska,gosper,0,heavy_snow
-14.7,-17.9,77,0,0,0,0.32,8.8,16.2,168,181,17.3,1003.4,100,53,22,100,-0.7,-0.3,0.9,3.1,0.226,0.231,0.256,0.271,13/02/14 7:00,43.5218848,-71.4530581,13/02/14 7:00,texas,dallas,0,heavy_snow
-13.4,-15.9,81,0,0,0,0.21,5.4,15.2,228,202,14,1012.9,100,49,17,100,-2,-1.6,-0.3,2.6,0.254,0.255,0.273,0.288,13/02/14 7:00,43.3312505,-71.0399927,13/02/14 7:00,wisconsin,iron,0,heavy_snow
-12.6,-14.8,84,0,0,0,0.22,8.5,19.9,152,167,22.7,982.8,100,93,59,100,-2.2,-1.8,-0.6,1.9,0.24,0.238,0.256,0.259,13/02/14 7:00,43.3564357,-72.2392517,13/02/14 7:00,illinois,effingham,0,heavy_snow
1.4,1.4,100,0.3,0.3,0,0.02,12.4,21.6,60,66,31.3,1001.4,100,100,98,96,2.5,3.5,6.4,11.6,0.511,0.505,0.493,0.487,12/02/14 15:00,33.7804491,-87.2767248,12/02/14 15:00,california,mono,0,heavy_snow
4.4,0.7,77,0,0,0,0.01,22.4,36.1,24,25,41.8,984.3,100,0,88,100,1,-1.4,-0.6,1.8,0.414,0.419,0.376,0.338,11/03/14 22:00,41.8197385,-87.756525,11/03/14 22:00,rhode island,northwest providence,0,heavy_snow
-6.2,-16,46,0,0,0,0.04,8.9,12.7,133,135,27.4,953.9,100,0,37,100,-1.8,-0.7,0.8,4.5,0.382,0.383,0.404,0.392,12/02/14 15:00,38.0557255,-79.7350017,12/02/14 15:00,kansas,sedgwick,0,heavy_snow
-5.8,-16.6,42,0,0,0,0.02,10.8,24.5,178,183,19.1,957.9,0,0,0,0,-0.9,0.4,3.2,9.1,0.229,0.235,0.202,0.172,03/02/14 4:24,38.8970508,-98.7980433,03/02/14 4:00,west virginia,southeast webster,0,heavy_snow
-7.1,-15.2,52,0,0,0,0.01,11.7,18.2,108,108,28.4,939,100,0,49,100,-0.4,0.6,2.2,7,0.456,0.462,0.481,0.497,12/02/14 13:00,36.9157056,-80.3876889,12/02/14 13:00,california,west slope northern sierra nevada,0,heavy_snow
-5.8,-16.7,42,0,0,0,0.03,6.3,17.1,167,173,12.6,977.3,0,0,0,0,-1,0.3,2.8,8.7,0.229,0.247,0.222,0.175,03/02/14 4:24,38.7704462,-97.6669832,03/02/14 4:00,idaho,camas prairie,0,heavy_snow
-5.7,-14.4,51,0,0,0,0,10.6,16.4,72,75,25.2,992.5,100,0,12,100,-0.2,1.1,3.2,8.3,0.449,0.455,0.489,0.489,12/02/14 13:36,37.0527719,-79.8813093,12/02/14 13:00,wisconsin,kewaunee,0,heavy_snow
-6.2,-16.8,43,0,0,0,0.02,6.8,14,148,151,11.9,970.1,0,0,0,0,-1,0.3,2.9,8.5,0.234,0.251,0.238,0.189,03/02/14 4:24,38.3659015,-97.6575171,03/02/14 4:00,oregon,coast range of nw oregon,0,heavy_snow
-5.8,-17.3,40,0,0,0,0.01,5.4,12.5,138,134,11.9,975.7,0,0,0,0,-1.3,0.1,2.3,7.4,0.307,0.305,0.302,0.276,03/02/14 4:24,38.3734544,-97.1305937,03/02/14 4:00,maine,interior york,0,heavy_snow
-7.5,-17.9,43,0,0,0,0,6,13.4,115,104,9.7,974,0,0,0,0,-1.6,-0.2,2.1,7.9,0.289,0.281,0.264,0.186,03/02/14 4:24,38.2928083,-96.6152916,03/02/14 4:00,oregon,lower columbia,0,heavy_snow
1.2,-8.9,47,0,0,0,,26.9,34.1,78,76,39.2,1013.5,100,0,100,53,5.8,6.4,7.4,8,0.126,0.129,0.132,0.133,06/02/14 5:00,44.6034631,-124.0461002,06/02/14 5:00,georgia,lincoln,0,heavy_snow
-10.8,-15.8,66,0,0,0,0.52,4.6,5.2,129,124,16.6,973.9,29,29,5,0,-2.4,-2,-0.7,1.4,0.312,0.304,0.292,0.332,04/03/14 18:30,44.0175404,-92.8678406,04/03/14 18:00,rhode island,washington,0,heavy_snow
2.5,-1.4,75,0,0,0,0,20.6,35.5,5,15,36,938.4,96,0,78,93,2,1.1,-1.5,0.7,0.328,0.323,0.289,0.254,18/03/14 9:00,43.3969325,-98.3406673,18/03/14 9:00,minnesota,northern cook / northern lake,0,heavy_snow
-2.4,-3.8,90,0,0,0,0.66,9.1,22,261,267,20.9,899.4,98,0,91,73,-2.1,-2,-1.1,-0.1,0.22,0.221,0.198,0.276,12/03/14 3:00,43.6307863,-74.4659275,12/03/14 3:00,washington,cascades of snohomish and king counties,0,heavy_snow
-7.6,-16.4,49,0,0,0,0.01,8.3,11.9,92,93,20.2,990.8,96,0,60,95,-1.9,0,2.5,8.3,0.306,0.309,0.316,0.247,03/02/14 15:38,37.5692118,-95.7452639,03/02/14 15:00,minnesota,southern cook,0,heavy_snow
-7.4,-16.3,49,0,0,0,0.01,9,13.3,85,87,21.6,994.2,90,0,21,89,-1.5,0.3,2.7,8,0.348,0.351,0.359,0.344,03/02/14 15:38,37.5566345,-95.33166,03/02/14 15:00,washington,northeast mountains,0,heavy_snow
-1.2,-5.9,70,0,0,0,0,21.4,34,13,13,43.2,990.5,100,4,5,100,1.7,4.4,6.3,11.4,0.3,0.291,0.285,0.278,02/02/14 8:00,35.0458435,-96.2749675,02/02/14 8:00,idaho,northern panhandle,0,heavy_snow
0.9,-6.8,56,0,0,0,0,20.5,32.4,18,19,37.1,975.8,99,0,0,99,4.2,6.1,7.4,13.5,0.185,0.218,0.188,0.183,02/02/14 2:00,34.6557505,-98.4485103,02/02/14 2:00,maine,southeast aroostook,0,heavy_snow
3,-6.3,50,0,0,0,0,20.5,32.2,18,20,34.2,981,97,0,0,97,6.3,8,8.5,14.7,0.172,0.208,0.178,0.173,02/02/14 2:00,34.2907874,-98.3750699,02/02/14 2:00,maine,northern somerset,0,heavy_snow
0.8,-4.5,67,0,0,0,0,18.5,30.3,8,10,35.6,986.4,100,58,0,99,3.5,6.2,7.2,13.1,0.177,0.222,0.207,0.18,02/02/14 4:00,34.7258964,-97.3522579,02/02/14 4:00,north carolina,caldwell mountains,0,heavy_snow
0.6,-6.2,60,0,0,0,0,24.6,37.7,15,17,38.2,983.2,100,0,0,100,4.2,7.6,8.5,14.7,0.172,0.208,0.178,0.173,02/02/14 5:00,34.2907874,-98.3750699,02/02/14 5:00,maine,northern somerset,0,heavy_snow
0.2,-6.7,60,0,0,0,0,20.2,32.2,19,20,37.4,977.1,100,0,0,100,3.5,6,7.4,13.5,0.185,0.218,0.188,0.183,02/02/14 3:00,34.6557505,-98.4485103,02/02/14 3:00,maine,southeast aroostook,0,heavy_snow
-0.9,-6.1,68,0,0,0,0,18.6,30.3,15,16,35.6,980.3,100,70,0,100,2.1,5.1,6.7,13.1,0.186,0.22,0.19,0.182,02/02/14 4:00,35.0507761,-97.8849251,02/02/14 4:00,new york,tioga,0,heavy_snow
-7.8,-16.5,50,0,0,0,0.01,8.5,12.2,102,104,21.2,990.9,97,0,5,96,-2,0,2.2,7.4,0.351,0.353,0.361,0.35,03/02/14 15:38,37.8882168,-95.3170208,03/02/14 15:00,kentucky,spencer,0,heavy_snow
-8.1,-17.2,48,0,0,0,0,11.7,25.3,146,152,18,946.1,68,3,0,67,-0.9,0.7,4.3,10.4,0.211,0.216,0.199,0.171,03/02/14 11:00,37.1960944,-99.2958383,03/02/14 11:00,new york,northern oneida,0,heavy_snow
-12.8,-17.1,70,0,0,0.07,0.07,19.6,28.7,49,52,36,957.1,96,77,76,74,-1.6,0,1.1,3.3,0.366,0.371,0.376,0.319,02/03/14 11:50,47.7782038,-117.5240583,02/03/14 11:00,west virginia,mcdowell,0,heavy_snow
-11.8,-15.1,76,0.2,0,0.14,0.45,9.9,17.4,57,68,23.8,932.9,96,89,67,68,0,0.2,1,2.5,0.363,0.368,0.4,0.39,02/03/14 12:30,47.4959734,-116.5818957,02/03/14 12:00,new york,northwest suffolk,0,heavy_snow
-16.5,-18.4,85,0,0,0,0.23,4.3,10,90,64,11.9,1003.4,100,99,92,100,-2.4,-2,0.2,4.8,0.366,0.355,0.377,0.353,04/02/14 13:00,41.4457032,-87.0724971,04/02/14 13:00,illinois,kankakee,0,heavy_snow
7.1,-7,36,0,0,0,0,13.7,17.1,35,35,32.8,940.7,1,0,0,0,3.4,1.1,1.5,6.1,0.273,0.26,0.196,0.188,22/02/14 19:00,40.1617382,-99.4349368,22/02/14 19:00,washington,spokane area,0,heavy_snow
2.5,-3,67,0,0,0,0.1,15.1,22.9,258,257,38.9,980.7,100,8,95,99,-1,-0.7,1,5.6,0.373,0.372,0.401,0.391,14/02/14 16:00,38.4355948,-84.3216412,14/02/14 16:00,new york,montgomery,0,heavy_snow
-16.6,-18.5,85,0,0,0,0.21,5.2,10.3,78,61,10.8,1002.3,100,98,94,100,-2.5,-2,0.1,4.8,0.364,0.354,0.367,0.338,04/02/14 13:00,41.4193829,-87.3692227,04/02/14 13:00,massachusetts,southeast middlesex,0,heavy_snow
0.2,-1.7,87,0,0,0.07,0.01,14.4,23.1,347,349,28.8,1001.8,100,97,100,99,0.3,-1.2,1.2,8.3,0.474,0.475,0.448,0.433,02/02/14 17:00,38.4941217,-85.7169081,02/02/14 17:00,kentucky,harrison,0,heavy_snow
-5.8,-14.9,49,0,0,0,0.01,9.4,14.5,97,97,30.6,971,100,0,98,100,-0.5,0.8,2.8,7.8,0.462,0.47,0.486,0.493,12/02/14 14:10,36.6818706,-80.284636,12/02/14 14:00,new york,southwest suffolk,0,heavy_snow
1.3,-3.9,69,0,0,0,0,19.2,30.7,8,9,38.2,982.1,99,24,0,98,3.9,6.1,6.7,11.7,0.28,0.286,0.294,0.271,02/02/14 4:00,34.4935341,-97.0475803,02/02/14 4:00,washington,east slopes northern cascades,0,heavy_snow
-0.9,-5.7,70,0,0,0,0,20.8,33.2,14,15,43.2,987.1,100,0,8,100,2.4,5.4,6.9,12.1,0.288,0.29,0.295,0.273,02/02/14 8:00,34.707331,-96.6814853,02/02/14 8:00,north carolina,eastern mcdowell,0,heavy_snow
-0.5,-5,72,0,0,0,0,18.5,29.1,7,8,36.4,987.1,100,85,0,100,2.3,4.9,6.4,11.7,0.267,0.277,0.276,0.273,02/02/14 5:00,35.1783637,-96.969909,02/02/14 5:00,maine,southeast aroostook,0,heavy_snow
0.7,-5.8,62,0,0,0,0,20.1,31.6,9,11,38.5,979.2,100,21,0,100,3.8,6.5,7.4,13.2,0.19,0.223,0.203,0.192,02/02/14 4:00,34.4858287,-97.8636045,02/02/14 4:00,california,tulare cty mtns,0,heavy_snow
-6.9,-15.1,52,0,0,0,0.01,9.8,15.6,96,97,24.5,973.1,100,0,5,100,-0.5,0.4,2,7.3,0.462,0.464,0.491,0.485,12/02/14 13:28,37.1750002,-80.3742979,12/02/14 13:00,maine,androscoggin,0,heavy_snow
5.2,-7.6,39,0,0,0,0,10.9,14.4,354,356,26.3,1019.4,100,0,43,100,8.4,5.8,4.3,4.7,0.359,0.375,0.383,0.409,16/03/14 17:00,39.3183341,-75.1623239,16/03/14 17:00,colorado,upper gunnison river valley,0,heavy_snow
6.2,-8.3,35,0,0,0,0,7.8,10,338,339,23.8,1018.1,100,0,97,100,8.5,5.5,3.4,3.9,0.376,0.385,0.396,0.412,16/03/14 19:00,39.5980987,-75.3488201,16/03/14 19:00,washington,washington palouse,0,heavy_snow
4.7,-8.9,37,0,0,0,0,9.4,12.6,342,340,22.7,1015,100,0,100,100,6.6,5.3,2.9,3,0.271,0.284,0.295,0.324,16/03/14 21:00,39.8014709,-74.968553,16/03/14 21:00,minnesota,lyon,0,heavy_snow
-17.5,-19.5,84,0,0,0,0.14,7.7,16.3,41,62,11.9,1002.8,100,0,21,100,-2.9,-2.2,-0.1,5,0.376,0.356,0.36,0.332,04/02/14 10:00,40.8682487,-88.5631125,04/02/14 10:00,new jersey,gloucester,0,heavy_snow
2.3,-13,31,0,0,0,,15.3,21.2,319,320,29.5,1019,100,0,16,100,4.9,2.6,1.6,2.7,0.332,0.347,0.374,0.362,16/03/14 20:00,40.6991068,-74.0852861,16/03/14 20:00,oregon,east slopes of the oregon cascades,0,heavy_snow
5,-8.4,37,0,0,0,0,8.9,11.9,346,346,20.2,1016.6,100,0,100,100,7,5.6,3.5,4.2,0.379,0.387,0.399,0.412,16/03/14 21:00,39.7267303,-75.1535378,16/03/14 21:00,oregon,north central oregon,0,heavy_snow
-0.1,-4.9,70,0,0,0,0,18.6,30.1,10,12,33.8,980.5,100,88,0,100,2.8,5,6.4,12,0.229,0.248,0.232,0.223,02/02/14 3:00,35.2301869,-97.3109151,02/02/14 3:00,oregon,central oregon,0,heavy_snow
-7.9,-11.7,74,0,0,0,0.14,2.8,5,40,30,10.4,975.6,99,36,92,90,-1.6,-0.9,1.2,5.4,0.332,0.327,0.275,0.267,08/02/14 18:17,46.5972129,-120.6061792,08/02/14 18:00,indiana,hendricks,0,heavy_snow
-7.5,-14.6,57,0,0,0,0.12,5.6,7.1,50,49,10.8,963,100,2,95,98,-1.7,-0.8,0.9,4.7,0.33,0.328,0.286,0.284,08/02/14 20:00,46.9981396,-120.535455,08/02/14 20:00,washington,spokane area,0,heavy_snow
-17,-18.9,85,0,0,0,0.14,5.9,12,47,69,9.7,1001.7,100,88,1,100,-2.8,-2.1,-0.1,4.3,0.31,0.286,0.296,0.282,04/02/14 10:00,40.939576,-87.3966953,04/02/14 10:00,montana,meagher,0,heavy_snow
0.1,-1.1,92,0.1,0,0.07,0.01,13.1,22.6,351,352,27.7,995.9,100,100,100,99,0.3,-0.7,1.3,7.3,0.414,0.417,0.387,0.369,02/02/14 17:00,38.1816187,-86.1066917,02/02/14 17:00,new hampshire,western and central hillsborough,0,heavy_snow
0.1,-3.9,75,0,0,0,0.13,9.4,14.2,263,263,34.9,976.7,100,6,72,100,-1.5,-1.1,0.5,5.4,0.371,0.375,0.391,0.367,14/02/14 16:00,38.5984202,-85.3221506,14/02/14 16:00,virginia,franklin,0,heavy_snow
1.4,-2.9,73,0,0,0,0.11,11.3,17.1,263,262,37.1,979.2,100,7,75,100,-1.1,-0.7,0.9,5.7,0.371,0.373,0.398,0.378,14/02/14 16:00,38.447983,-85.1191168,14/02/14 16:00,oregon,northern oregon coast,0,heavy_snow
-6.8,-17.5,42,0,0,0,0,6.1,15.5,90,85,10.1,976.9,0,0,0,0,-1.1,0.2,2.4,8,0.301,0.294,0.295,0.201,03/02/14 4:24,37.77924,-96.8456342,03/02/14 4:00,north carolina,eastern polk,0,heavy_snow
-7.4,-17.3,45,0,0,0,0,5.6,14.8,63,64,10.8,985.1,0,0,0,0,-1.6,-0.1,2.1,7.7,0.304,0.298,0.304,0.204,03/02/14 4:24,37.8709542,-96.2471338,03/02/14 4:00,maine,central somerset,0,heavy_snow
-6.9,-16.8,45,0,0,0,0,9.7,13.9,105,107,22.7,978.2,93,0,53,93,-1.5,0.3,2.9,8.4,0.306,0.303,0.314,0.235,03/02/14 15:38,37.2413155,-96.8675685,03/02/14 15:00,washington,greater vancouver area,0,heavy_snow
-7.4,-16.2,49,0,0,0,0,7.8,10.9,103,107,19.4,988.4,97,0,72,96,-2,0.2,2.6,8.1,0.296,0.3,0.313,0.215,03/02/14 15:38,37.4619149,-96.2528451,03/02/14 15:00,oregon,north oregon cascades foothills,0,heavy_snow
2.2,2.2,100,1,1,0,0,16.9,28.5,40,44,36.4,995.1,100,100,100,100,3.5,4.8,4.4,7.5,0.501,0.487,0.488,0.492,03/03/14 7:30,37.5558826,-78.5547172,03/03/14 7:00,washington,central columbia river gorge,0,heavy_snow
2.1,2.1,100,2.4,2.4,0,0,14.9,22.5,37,39,32.8,962.2,100,100,99,100,2.2,1.7,2.4,5.6,0.495,0.496,0.504,0.497,03/03/14 7:00,37.5997548,-79.1483701,03/03/14 7:00,rhode island,western kent,0,heavy_snow
0.6,-3.8,73,0,0,0,0.47,20.4,36,138,145,32.4,955.2,95,74,38,82,-1,-0.7,0.1,1.2,0.35,0.353,0.344,0.355,27/03/14 6:00,46.1600731,-93.4287986,27/03/14 6:00,nebraska,nance,0,heavy_snow
-0.4,-3.4,80,0,0,0,0.45,8,18.3,175,190,13.3,960.9,97,0,95,82,-1.2,-1.1,-0.2,0.9,0.34,0.339,0.325,0.345,21/03/14 3:00,47.3282001,-93.253822,21/03/14 3:00,maine,coastal cumberland,0,heavy_snow
-1.1,-3.2,85,0,0,0,0.45,7.5,15,145,163,14.4,966.8,100,5,100,93,-1.5,-1.3,0.2,3.3,0.584,0.58,0.574,0.583,21/03/14 3:00,48.221596,-93.7684251,21/03/14 3:00,new york,chemung,0,heavy_snow
6.7,-7.7,35,0,0,0,0,10.7,13.2,42,43,28.1,931.1,1,0,1,0,4.1,1.2,1.7,6.4,0.269,0.248,0.178,0.183,22/02/14 19:00,40.1791278,-99.8981009,22/02/14 19:00,washington,spokane area,0,heavy_snow
5.3,-4.9,48,0,0,0,0,17.6,23.4,43,43,37.4,1020.9,100,0,98,100,9.4,7.1,5.8,6.3,0.365,0.38,0.393,0.407,16/03/14 18:30,38.557204,-75.0789378,16/03/14 18:00,illinois,fulton,0,heavy_snow
1,-9,47,0,0,0,0,9.5,13.3,119,123,17.6,1018.2,100,0,100,100,-0.1,2,5.1,5,0.323,0.338,0.351,0.36,25/03/14 13:00,39.3936636,-74.5407283,25/03/14 13:00,colorado,upper yampa river basin,0,heavy_snow
5.1,-6.4,43,0,0,0,0,7.8,9.5,22,11,21.6,1020.4,100,0,52,100,9.2,6.1,4.6,5.1,0.308,0.329,0.349,0.361,16/03/14 18:00,39.3936636,-74.5407283,16/03/14 18:00,colorado,upper yampa river basin,0,heavy_snow
0.2,-2.6,81,0,0,0,0.54,16.1,29.8,156,160,36,956.6,100,21,94,100,-1.6,-1.4,0.4,4.3,0.559,0.563,0.578,0.583,20/02/14 11:00,48.221596,-93.7684251,20/02/14 11:00,new york,chemung,0,heavy_snow
-0.8,-3.1,84,0,0,0,0.54,17.4,31.2,150,154,36.4,951.5,61,0,54,15,-1.3,-1.1,0,1.8,0.319,0.319,0.326,0.346,20/02/14 11:00,47.3282001,-93.253822,20/02/14 11:00,maine,coastal cumberland,0,heavy_snow
-7.8,-16.4,50,0,0,0,0,8.4,11.3,110,112,20.2,986.5,97,0,35,97,-2.3,-0.2,2.2,8,0.304,0.302,0.304,0.22,03/02/14 15:38,37.8811369,-95.7517113,03/02/14 15:00,oklahoma,cotton,0,heavy_snow
-6.7,-16,48,0,0,0,0,7.9,11.2,87,92,19.4,995.1,98,0,65,95,-1.5,0.6,3.2,9,0.276,0.283,0.288,0.193,03/02/14 15:38,37.146335,-96.2656966,03/02/14 15:00,oklahoma,garvin,0,heavy_snow
7.1,-6.5,37,0,0,0,0,9.4,12.1,23,23,25.9,1020.8,100,0,99,100,9.5,6.7,5,5.3,0.375,0.385,0.398,0.409,16/03/14 18:00,38.8550631,-75.8247398,16/03/14 18:00,new hampshire,belknap,0,heavy_snow
-6.6,-8.6,86,0,0,0,0.3,11.6,23.2,126,133,19.8,999.2,100,0,100,98,-1.6,-1.3,0.2,3.5,0.347,0.347,0.358,0.341,17/02/14 7:00,41.8159522,-88.0746213,17/02/14 7:00,iowa,howard,0,heavy_snow
-6.8,-8.7,87,0,0,0,0.25,13,24,132,137,20.5,1002,100,0,100,98,-2.2,-1.9,-0.3,3.4,0.352,0.346,0.351,0.333,17/02/14 7:00,41.8197385,-87.756525,17/02/14 7:00,rhode island,northwest providence,0,heavy_snow
-7.9,-9.9,86,0,0,0,0.25,13.2,24,125,130,20.9,998.8,100,40,99,99,-2.2,-1.9,-0.1,3.5,0.349,0.345,0.351,0.331,17/02/14 6:00,41.5853584,-88.4319488,17/02/14 6:00,oklahoma,comanche,0,heavy_snow
-7.8,-9.9,85,0,0,0,0.24,12,22.5,136,140,16.9,1003.8,100,63,100,96,-2.5,-2.3,-0.7,3,0.311,0.3,0.309,0.291,17/02/14 5:00,41.2747363,-88.4119361,17/02/14 5:00,new hampshire,southern carroll,0,heavy_snow
-8.6,-10.4,87,0,0,0,0.25,5.9,13.8,137,131,13,1000.2,100,81,99,99,-2.3,-2,-0.2,3.5,0.352,0.348,0.359,0.339,17/02/14 5:00,41.4194058,-87.9994754,17/02/14 5:00,washington,okanogan highlands,0,heavy_snow
-9.2,-11,87,0,0,0,0.28,8.4,14.9,160,148,13,1001,100,77,98,99,-2.5,-2.2,-0.8,2.5,0.235,0.228,0.246,0.237,17/02/14 5:00,41.1253903,-87.848682,17/02/14 5:00,montana,kootenai/cabinet region,0,heavy_snow
-10.5,-12.3,86,0,0,0,0.23,10.5,20.1,158,147,11.9,1000.8,100,56,95,99,-2.2,-2,0,4,0.369,0.362,0.373,0.352,17/02/14 5:00,40.7351265,-87.8309209,17/02/14 5:00,kansas,comanche,0,heavy_snow
-7.1,-9.6,82,0,0,0,0.24,12.8,24,140,140,18.7,1003.4,100,93,99,99,-2.3,-2.1,-0.4,3.4,0.358,0.341,0.34,0.323,17/02/14 4:00,41.3333679,-89.0917497,17/02/14 4:00,new hampshire,sullivan,0,heavy_snow
-8.8,-10.7,86,0,0,0,0.29,13.5,26.1,136,145,21.2,998.2,99,0,93,97,-2,-1.8,-0.1,3.7,0.349,0.348,0.361,0.341,17/02/14 7:00,41.4193829,-87.3692227,17/02/14 7:00,massachusetts,southeast middlesex,0,heavy_snow
3.1,2.4,95,0,0,0,0.03,8,18.8,8,12,17.3,1007.7,100,100,100,91,-0.5,-1.4,0.8,6.2,0.394,0.36,0.386,0.376,03/02/14 3:00,40.4113762,-75.9433305,03/02/14 3:00,indiana,porter,0,heavy_snow
3.1,2.3,94,0,0,0,0.03,10.8,22.7,358,3,18,997.5,100,100,100,69,-0.9,-1.3,0.8,5.9,0.392,0.361,0.386,0.375,03/02/14 2:00,40.6096215,-75.6048728,03/02/14 2:00,kansas,leavenworth,0,heavy_snow
2.6,1.7,94,0,0,0,0.03,11.5,22.7,358,360,20.9,996.1,100,97,97,53,-1,-2,0.1,5.1,0.395,0.361,0.387,0.378,03/02/14 2:00,40.7451356,-75.3289302,03/02/14 2:00,nebraska,harlan,0,heavy_snow
-0.1,-3.1,81,0,0,0,0.13,9.1,14.1,263,264,26.3,989.5,100,13,98,99,-1.1,-0.7,1.1,6.9,0.429,0.427,0.453,0.44,14/02/14 15:00,38.4941217,-85.7169081,14/02/14 15:00,kentucky,harrison,0,heavy_snow
4.6,-6.6,44,0,0,0,0,11,14.4,19,22,27,1021.8,100,0,75,100,7.7,5.9,4.6,4.9,0.365,0.381,0.39,0.41,16/03/14 17:30,38.9788647,-76.3059989,16/03/14 17:00,california,eastern sierra slopes of inyo county,0,heavy_snow
-2.8,-10.2,57,0,0,0,,15.5,22.8,355,355,29.2,1013.8,94,0,3,93,1.3,2,3.3,7,0.31,0.321,0.301,0.257,21/01/14 8:45,40.851039,-73.8402503,21/01/14 8:00,texas,dallas,0,heavy_snow
4.1,-6.1,47,0,0,0,0.01,12.6,18.6,114,112,40,893.2,100,5,97,100,1.2,1.3,2,4.6,0.466,0.468,0.469,0.499,06/03/14 20:00,36.0771285,-81.9230523,06/03/14 20:00,iowa,scott,0,heavy_snow
5.1,-5,48,0,0,0,0.01,15,22.5,69,68,39.2,975.2,100,0,16,100,5,3.7,5.4,7.7,0.456,0.464,0.479,0.474,06/03/14 20:00,35.924738,-81.1716315,06/03/14 20:00,virginia,wise,0,heavy_snow
-0.5,-1.4,94,0,0,0.07,0.03,11.9,22,358,2,25.6,967.4,100,6,17,100,-1.5,-2.5,-0.6,4.2,0.406,0.387,0.392,0.396,03/02/14 4:00,40.8908468,-75.7212917,03/02/14 4:00,wyoming,snowy range,0,heavy_snow
3.3,0.6,83,0.5,0.5,0,0.02,14.3,26.4,12,14,28.8,1015.3,100,100,100,100,0.5,-1.1,1,7.2,0.406,0.393,0.389,0.38,03/02/14 7:00,40.0114538,-75.1326504,03/02/14 7:00,wyoming,upper north platte river basin,0,heavy_snow
2.7,2.1,95,0.7,0.7,0,0.03,13.6,25.2,11,14,28.8,1011.1,100,100,100,100,0.3,-1.4,0.8,7.1,0.417,0.397,0.396,0.388,03/02/14 7:00,39.9194117,-75.4001639,03/02/14 7:00,wyoming,laramie valley,0,heavy_snow
2.7,0.5,86,0.3,0.3,0,0.03,13.8,25.2,7,10,29.5,1008.7,100,100,100,100,0,-0.5,2,8.2,0.476,0.454,0.458,0.471,03/02/14 7:00,40.142939,-75.1151626,03/02/14 7:00,illinois,macon,0,heavy_snow
